"Identifier","Tag: Name","Service","Type","Region","Tag: CostCentre","Tag: Environment","Tag: ManagedStackSource","Tag: Schedule","Tag: User","Tag: aws:cloud9:environment","Tag: aws:cloud9:owner","Tag: aws:cloudformation:logical-id","Tag: aws:cloudformation:stack-id","Tag: aws:cloudformation:stack-name","Tag: backupAction","Tags"
"ws-995txr97d","(not tagged)","WorkSpaces","Workspace","us-east-1","(not tagged)","(not tagged)","(not tagged)","(not tagged)","AKothapothana","(not tagged)","(not tagged)","(not tagged)","(not tagged)","(not tagged)","(not tagged)","1"
"ws-9hdgx1xx8","(not tagged)","WorkSpaces","Workspace","us-east-1","(not tagged)","(not tagged)","(not tagged)","(not tagged)","ADebs","(not tagged)","(not tagged)","(not tagged)","(not tagged)","(not tagged)","(not tagged)","1"
